text,target,len,is_spam,text_clean
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,0,237,0,"['wish', 'great', 'day', 'moji', 'tell', 'ofer', 'always', 'spechles', 'ofer', 'easily', 'go', 'great', 'lengths', 'behalf', 'stun', 'exam', 'next', 'friday', 'wil', 'kep', 'touch', 'sory']"
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",0,236,0,"['thanks', 'reply', 'today', 'ur', 'visa', 'come', 'r', 'u', 'stil', 'buy', 'guci', 'bag', 'sister', 'thing', 'easy', 'uncle', 'john', 'also', 'bils', 'realy', 'ned', 'think', 'make', 'money', 'later', 'sha']"
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0,95,0,"['sory', 'flake', 'last', 'night', 'shit', 'seriously', 'goin', 'romate', 'tonight']"
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,0,85,0,"['say', 'lok', 'prety', 'wif', 'long', 'hair', 'wat', 'thk', 'cut', 'quite', 'short', 'leh']"
Ranjith cal drpd Deeraj and deepak 5min hold,0,44,0,"['ranjith', 'cal', 'drpd', 'deraj', 'depak', 'min', 'hold']"
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",0,99,0,"['chers', 'calin', 'babe', 'sozi', 'culdnt', 'talkbut', 'wanatel', 'u', 'detail', 'later', 'wenwecan', 'chat', 'properly', 'x']"
Hey u still at the gym?,0,23,0,"['hey', 'u', 'stil', 'gym']"
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,145,0,"['say', 'u', 'mind', 'go', 'bedrom', 'minute', 'ok', 'sed', 'sexy', 'mod', 'come', 'minuts', 'latr', 'wid', 'cake', 'n', 'wife']"
Much better now thanks lol,0,26,0,"['much', 'beter', 'thanks', 'lol']"
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",0,160,0,"['nothing', 'smsing', 'u', 'n', 'xy', 'lor', 'sory', 'lor', 'da', 'guy', 'neva', 'c', 'u', 'person', 'sort', 'know', 'u', 'lor', 'u', 'wan', 'meet', 'xy', 'ask', 'bring', 'u', 'along', 'next', 'meting']"
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",0,97,0,"['leme', 'know', 'swing', 'pick', 'fre', 'basicaly', 'time', 'al', 'semester']"
Wa... U so efficient... Gee... Thanx...,0,39,0,"['wa', 'u', 'eficient', 'ge', 'thanx']"
3. You have received your mobile content. Enjoy,1,47,1,"['receive', 'mobile', 'content', 'enjoy']"
S but not able to sleep.,0,24,0,"['able', 'slep']"
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,1,65,1,"['want', 'explicit', 'sex', 'sec', 'ring', 'cost', 'p', 'min']"
We will meet soon princess! Ttyl!,0,33,0,"['wil', 'meet', 'son', 'prince', 'tyl']"
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0,76,0,"['l', 'pick', 'pm', 'go', 'taunton', 'stil', 'want', 'come']"
Oh :-)only 4 outside players allowed to play know,0,49,0,"['oh', 'outside', 'player', 'alowed', 'play', 'know']"
I anything lor.,0,15,0,"['anything', 'lor']"
Erutupalam thandiyachu,0,22,0,"['erutupalam', 'thandiyachu']"
"Y cant u try new invention to fly..i'm not joking.,",0,51,0,"['cant', 'u', 'try', 'new', 'invention', 'fly', 'joking']"
No..its ful of song lyrics..,0,28,0,"['ful', 'song', 'lyric']"
"What do u reckon as need 2 arrange transport if u can't do it, thanks",0,69,0,"['u', 'reckon', 'ned', 'arange', 'transport', 'u', 'thanks']"
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0,159,0,"['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'make', 'mistake', 'value', 'wil', 'definitly', 'undrstnd', 'start', 'mising']"
Shopping? Eh ger i toking abt syd leh...Haha,0,44,0,"['shop', 'eh', 'ger', 'toking', 'abt', 'syd', 'leh', 'haha']"
What not under standing.,0,24,0,['stand']
have * good weekend.,0,20,0,"['god', 'wekend']"
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0,126,0,"['mis', 'cal', 'mi', 'cal', 'khelate', 'kintu', 'oponenter', 'mis', 'cal', 'dhorte', 'lage', 'thats', 'rule', 'one', 'great', 'phone', 'receive', 'quality', 'win']"
Call me when you get the chance plz &lt;3,0,41,0,"['cal', 'get', 'chance', 'plz', 'lt']"
The new deus ex game comin early next yr,0,40,0,"['new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']"
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,0,162,0,"['computer', 'fry', 'esential', 'part', 'kep', 'spar', 'fuck', 'idiot', 'romates', 'love', 'leave', 'thing', 'run', 'ful', 'lt', 'gt']"
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0,171,0,"['friend', 'study', 'warwick', 'plan', 'go', 'shop', 'concert', 'tmw', 'may', 'cancel', 'havn', 'sen', 'age', 'yeah', 'get', 'together', 'sometime']"
Probably a couple hours tops,0,28,0,"['probably', 'couple', 'hour', 'top']"
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",0,62,0,"['lol', 'grin', 'babe', 'thanks', 'think']"
Man this bus is so so so slow. I think you're gonna get there before me,0,71,0,"['man', 'bus', 'slow', 'think', 'gona', 'get']"
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,0,109,0,"['hope', 'text', 'mets', 'smile', 'let', 'text', 'give', 'reason', 'smile', 'beautiful', 'day']"
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0,135,0,"['case', 'wake', 'wonder', 'forgot', 'take', 'care', 'something', 'grandma', 'today', 'do', 'parade']"
Ok,0,2,0,['ok']
"Latest Nokia Mobile or iPOD MP3 Player +еЈ400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.еЈ1,50/Mtmsgrcvd18+",1,125,1,"['late', 'nokia', 'mobile', 'ipod', 'mp', 'player', 'proze', 'guaranted', 'reply', 'win', 'norcorp', 'ltd', 'mtmsgrcvd']"
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,158,1,"['sm', 'service', 'inclusive', 'text', 'credit', 'pls', 'goto', 'w', 'comuk', 'net', 'login', 'qxj', 'unsubscribe', 'stop', 'extra', 'charge', 'help', 'comuk', 'cm', 'ae']"
Nvm take ur time.,0,17,0,"['nvm', 'take', 'ur', 'time']"
So wat's da decision?,0,21,0,"['wat', 'da', 'decision']"
Wot is u up 2 then bitch?,0,25,0,"['wot', 'u', 'bitch']"
Stupid.its not possible,0,23,0,"['stupid', 'posible']"
She told to hr that he want posting in chennai:)because i'm working here:),0,74,0,"['tell', 'hr', 'want', 'post', 'chenai', 'work']"
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,1,73,1,"['mobile', 'club', 'choose', 'top', 'quality', 'item', 'mobile', 'cfca']"
When are you guys leaving?,0,26,0,"['guy', 'leave']"
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. МП got a lot of work ar?,0,149,0,"['neva', 'grumble', 'sad', 'lor', 'buy', 'tmr', 'lor', 'aft', 'lunch', 'stil', 'metin', 'lunch', 'tmr', 'neva', 'hear', 'fr', 'lei', 'get', 'lot', 'work', 'ar']"
Not able to do anything.,0,24,0,"['able', 'anything']"
МП takin linear algebra today?,0,30,0,"['takin', 'linear', 'algebra', 'today']"
This weekend is fine (an excuse not to do too much decorating),0,62,0,"['wekend', 'fine', 'excuse', 'much', 'decorating']"
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",0,132,0,"['sory', 'mised', 'babe', 'late', 'slept', 'hope', 'enjoy', 'drive', 'leson', 'boytoy', 'mi', 'tease', 'ki']"
Now project pa. After that only i can come.,0,43,0,"['project', 'pa', 'come']"
Money i have won wining number 946 wot do i do next,1,51,1,"['money', 'win', 'number', 'wot', 'next']"
"Sure, whenever you show the fuck up &gt;:(",0,42,0,"['sure', 'whenever', 'show', 'fuck', 'gt']"
That was random saw my old roomate on campus. He graduated,0,58,0,"['random', 'saw', 'old', 'romate', 'campus', 'graduate']"
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,161,1,"['congrats', 'mobile', 'g', 'videophones', 'r', 'cal', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx', 'ip', 'pm']"
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",0,125,0,"['men', 'always', 'neds', 'beautiful', 'inteligent', 'care', 'love', 'adjustable', 'coperative', 'wife', 'law', 'alows', 'one', 'wife']"
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,0,94,0,"['suck', 'get', 'planed', 'yo', 'valentine', 'yo', 'valentine']"
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",0,104,0,"['get', 'part', 'notingham', 'hr', 'mile', 'god', 'thing', 'love', 'man', 'much', 'mph', 'hey', 'ho']"
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,0,94,0,"['think', 'one', 'say', 'clearly', 'ok', 'leave', 'ned', 'ask', 'wil', 'go', 'come']"
Hi good mornin.. Thanku wish u d same..,0,39,0,"['hi', 'god', 'mornin', 'thanku', 'wish', 'u']"
DO U WANT 2 MEET UP 2MORRO,0,26,0,"['u', 'want', 'meet', 'moro']"
Actually I decided I was too hungry so I haven't left yet :V,0,60,0,"['actualy', 'decide', 'hungry', 'left', 'yet', 'v']"
I've sent М_ my part..,0,22,0,"['sent', 'part']"
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,0,158,0,"['co', 'shop', 'wif', 'daren', 'jus', 'n', 'caled', 'ask', 'wat', 'present', 'wan', 'lor', 'start', 'guesing', 'wif', 'n', 'finaly', 'guesed', 'daren', 'lor']"
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec еЈ1.50ea. OTBox 731 LA1 7WS. )",1,163,1,"['want', 'cock', 'huby', 'away', 'ned', 'real', 'man', 'satisfy', 'txt', 'wife', 'string', 'action', 'txt', 'stop', 'end', 'txt', 'rec', 'ea', 'otbox', 'la', 'w']"
Understand. his loss is my gain :) so do you work? School?,0,58,0,"['understand', 'los', 'gain', 'work', 'schol']"
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,0,120,0,"['u', 'mised', 'u', 'havent', 'ben', 'much', 'bit', 'bored', 'holiday', 'want', 'go', 'bak', 'colege', 'sad', 'isnt', 'x']"
"Hiya, probably coming home * weekend after next",0,47,0,"['hiya', 'probably', 'come', 'home', 'wekend', 'next']"
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,0,110,0,"['forget', 'though', 'love', 'walk', 'beside', 'watch', 'keping', 'heart', 'warm']"
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,0,205,0,"['wish', 'thing', 'diferent', 'wonder', 'wil', 'able', 'show', 'much', 'value', 'pls', 'continue', 'brisk', 'walk', 'drug', 'without', 'askin', 'please', 'find', 'thing', 'laugh', 'love', 'dearly']"
Ok both our days. So what are you making for dinner tonite? Am I invited?,0,73,0,"['ok', 'day', 'make', 'diner', 'tonite', 'invite']"
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,1,160,1,"['gr', 'new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'se', 'sexiest', 'dirty', 'girl', 'live', 'ur', 'phone', 'detail', 'text', 'horny', 'cancel', 'send', 'stop']"
I have no money 4 steve mate! !,0,31,0,"['money', 'steve', 'mate']"
IM LATE TELLMISS IM ON MY WAY,0,29,0,"['im', 'late', 'telmis', 'im', 'way']"
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0,152,0,"['never', 'blame', 'day', 'ur', 'life', 'god', 'day', 'give', 'u', 'hapines', 'bad', 'day', 'give', 'u', 'experience', 'esential', 'life', 'al', 'god', 'blesings', 'god', 'morning']"
Normally i use to drink more water daily:),0,42,0,"['normaly', 'use', 'drink', 'water', 'daily']"
Dare i ask... Any luck with sorting out the car?,0,48,0,"['dare', 'ask', 'luck', 'sort', 'car']"
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0,137,0,"['party', 'place', 'usf', 'charge', 'contribute', 'way', 'greatly', 'apreciated', 'yeah', 'get', 'rom', 'one']"
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",0,105,0,"['urgh', 'coach', 'hot', 'smels', 'chip', 'fat', 'thanks', 'especialy', 'duvet', 'predictive', 'text', 'word']"
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0,155,0,"['hiya', 'last', 'night', 'ben', 'naughty', 'buy', 'clothes', 'litle', 'ready', 'shop', 'tho', 'kind', 'time', 'wana', 'meet']"
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,1,143,1,"['fremsg', 'hi', 'baby', 'wow', 'get', 'new', 'cam', 'moby', 'wana', 'c', 'hot', 'pic', 'fancy', 'chat', 'im', 'w', 'utxt', 'rply', 'chat', 'hlp', 'msg', 'p', 'rcv']"
I've been trying to reach him without success,0,45,0,"['ben', 'try', 'reach', 'without', 'suces']"
when you and derek done with class?,0,35,0,"['derek', 'do', 'clas']"
Never y lei... I v lazy... Got wat? Dat day М_ send me da url cant work one...,0,78,0,"['never', 'lei', 'v', 'lazy', 'get', 'wat', 'dat', 'day', 'send', 'da', 'url', 'cant', 'work', 'one']"
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,0,159,0,"['never', 'try', 'alone', 'take', 'weight', 'tear', 'come', 'ur', 'heart', 'fals', 'ur', 'eye', 'always', 'remember', 'stupid', 'friend', 'share', 'bslvyl']"
Hey mate. Spoke to the mag people. We‰Ычre on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,0,126,0,"['hey', 'mate', 'speak', 'mag', 'people', 'deliver', 'end', 'month', 'deliver', 'th', 'sept', 'talk', 'later']"
Hope you are having a good week. Just checking in,0,49,0,"['hope', 'god', 'wek', 'check']"
"Haha, my friend tyler literally just asked if you could get him a dubsack",0,73,0,"['haha', 'friend', 'tyler', 'literaly', 'ask', 'could', 'get', 'dubsack']"
"\Hey! do u fancy meetin me at 4 at cha еР hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",0,166,0,"['hey', 'u', 'fancy', 'metin', 'cha', 'hav', 'lil', 'beverage', 'txt', 'ring', 'meet', 'l', 'r', 'quite', 'tire', 'get', 'v', 'pist', 'love', 'pete', 'x', 'x', 'x']"
Great. Have a safe trip. Dont panic surrender all.,0,50,0,"['great', 'safe', 'trip', 'dont', 'panic', 'surender', 'al']"
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",0,142,0,"['symptom', 'u', 'love', 'u', 'like', 'listen', 'song', 'u', 'get', 'stop', 'u', 'se', 'name', 'beloved', 'u', 'get', 'angry']"
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,0,120,0,"['sun', 'ah', 'thk', 'mayb', 'dun', 'anythin', 'thk', 'bok', 'e', 'leson', 'e', 'pilates', 'orchard', 'mrt', 'u', 'noe', 'hor']"
Try to do something dear. You read something for exams,0,54,0,"['try', 'something', 'dear', 'read', 'something', 'exam']"
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0,153,0,"['wonder', 'world', 'th', 'th', 'ur', 'style', 'th', 'ur', 'smile', 'th', 'ur', 'personality', 'rd', 'ur', 'nature', 'nd', 'ur', 'sm', 'st', 'ur', 'lovely', 'friendship', 'god', 'morning', 'dear']"
Gettin rdy to ship comp,0,23,0,"['getin', 'rdy', 'ship', 'comp']"
I am in hospital da. . I will return home in evening,0,52,0,"['hospital', 'da', 'wil', 'return', 'home', 'evening']"
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),0,90,0,"['pi', 'talk', 'someone', 'realise', 'u', 'point', 'read', 'backwards']"
Think + da. You wil do.,0,23,0,"['think', 'da', 'wil']"
I'm awake oh. What's up.,0,24,0,"['awake', 'oh']"
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0,156,0,"['god', 'afternon', 'boytoy', 'go', 'walk', 'day', 'get', 'police', 'abstract', 'stil', 'wake', 'mi', 'babe']"
How much u trying to get?,0,25,0,"['much', 'u', 'try', 'get']"
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0,73,0,"['come', 'around', 'lt', 'decimal', 'gt', 'pm', 'viky', 'otside', 'nw', 'il', 'come', 'tht', 'time']"
Tell me again what your address is,0,34,0,"['tel', 'adres']"
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0,158,0,"['honeybe', 'say', 'swetest', 'world', 'god', 'laugh', 'amp', 'say', 'wait', 'u', 'havnt', 'meet', 'person', 'read', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gm', 'gn', 'ge', 'gn']"
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0,208,0,"['buy', 'blackbery', 'bold', 'torch', 'buy', 'new', 'use', 'let', 'know', 'plus', 'say', 'buy', 'lt', 'gt', 'g', 'wifi', 'ipad', 'say', 'lt', 'gt', 'g']"
But you were together so you should be thinkin about him,0,56,0,"['together', 'thinkin']"
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0,112,0,"['hiya', 'hows', 'go', 'suny', 'africa', 'hope', 'u', 'r', 'avin', 'god', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'ki']"
At WHAT TIME should i come tomorrow,0,35,0,"['time', 'come', 'tomorow']"
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1,156,1,"['wana', 'laugh', 'try', 'chit', 'chat', 'mobile', 'logon', 'txting', 'word', 'chat', 'send', 'cm', 'po', 'box', 'london', 'w', 'zf', 'p', 'msg', 'rcvd']"
\CHA QUITEAMUZING THATеХSCOOL BABE,0,34,0,"['cha', 'quiteamuzing', 'scol', 'babe']"
Omg how did u know what I ate?,0,30,0,"['omg', 'u', 'know', 'ate']"
"\URGENT! This is the 2nd attempt to contact U!U have WON еЈ1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxеЈ7. 50\""""",1,148,1,"['urgent', 'nd', 'atempt', 'contact', 'u', 'u', 'cal', 'b', 'csbcm', 'wc', 'n', 'x', 'calcost', 'pmobilesvary', 'max']"
:( but your not here....,0,24,0,[]
Not directly behind... Abt 4 rows behind М_...,0,46,0,"['directly', 'behind', 'abt', 'row', 'behind']"
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,115,1,"['congratulation', 'ur', 'award', 'cd', 'voucher', 'gift', 'guaranted', 'fre', 'entry', 'wkly', 'draw', 'txt', 'music']"
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",1,159,1,"['contract', 'mobile', 'mnths', 'late', 'motorola', 'nokia', 'etc', 'al', 'fre', 'double', 'min', 'text', 'orange', 'tarifs', 'text', 'yes', 'calback', 'remove', 'record']"
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1,152,1,"['urgent', 'cal', 'landline', 'complimentary', 'ibiza', 'holiday', 'cash', 'await', 'colection', 'sae', 'c', 'po', 'box', 'sk', 'wp', 'pm']"
No plans yet. What are you doing ?,0,34,0,"['plan', 'yet']"
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0,142,0,"['hi', 'engagement', 'ben', 'fixd', 'lt', 'gt', 'th', 'next', 'month', 'know', 'realy', 'shock', 'bt', 'hm', 'njan', 'vilikam', 'w', 'al', 'sudn']"
Not course. Only maths one day one chapter with in one month we can finish.,0,75,0,"['course', 'math', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']"
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),0,95,0,"['wow', 'think', 'comon', 'take', 'al', 'back', 'ur', 'freak', 'unles', 'u', 'chop']"
"For ur chance to win a еЈ250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,127,1,"['ur', 'chance', 'win', 'wkly', 'shop', 'spre', 'txt', 'shop', 'c', 'w', 'txt', 'shop', 'com', 'custcare', 'x', 'p', 'wk']"
Noooooooo please. Last thing I need is stress. For once in your life be fair.,0,77,0,"['please', 'last', 'thing', 'ned', 'stres', 'life', 'fair']"
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,1,158,1,"['u', 'secret', 'admirer', 'loking', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'cal', 'stopsms', 'pm']"
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. еЈ1.50 increments. Help08718728876",1,159,1,"['mila', 'age', 'blonde', 'new', 'uk', 'lok', 'sex', 'uk', 'guy', 'u', 'like', 'fun', 'text', 'mtalk', 'p', 'txt', 'st', 'fre', 'increment', 'help']"
"I'll see if I can swing by in a bit, got some things to take care of here firsg",0,79,0,"['l', 'se', 'swing', 'bit', 'get', 'thing', 'take', 'care', 'firsg']"
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),0,229,0,"['want', 'wish', 'hapy', 'new', 'year', 'want', 'talk', 'legal', 'advice', 'gary', 'split', 'person', 'l', 'make', 'trip', 'ptbo', 'hope', 'everything', 'god', 'babe', 'love', 'ya']"
Have you not finished work yet or something?,0,44,0,"['finish', 'work', 'yet', 'something']"
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,117,0,"['tomorow', 'go', 'theatre', 'come', 'wherever', 'u', 'cal', 'tel', 'come', 'tomorow']"
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX еЈ1.50,1,156,1,"['wel', 'do', 'england', 'get', 'oficial', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'tone', 'flag', 'opt', 'txt', 'eng', 'stop', 'box', 'w', 'wx']"
Right it wasnt you who phoned it was someone with a number like yours!,0,70,0,"['right', 'wasnt', 'phone', 'someone', 'number', 'like']"
It's ok i wun b angry. Msg u aft i come home tonight.,0,53,0,"['ok', 'wun', 'b', 'angry', 'msg', 'u', 'aft', 'come', 'home', 'tonight']"
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0,106,0,"['god', 'time', 'nice', 'something', 'bit', 'diferent', 'wekends', 'change', 'se', 'ya', 'son']"
Yo sorry was in the shower sup,0,30,0,"['yo', 'sory', 'shower', 'sup']"
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",0,86,0,"['carlos', 'pick', 'l', 'swing', 'usf', 'litle', 'bit']"
Full heat pa:-) i have applyed oil pa.,0,38,0,"['ful', 'heat', 'pa', 'aplyed', 'oil', 'pa']"
I'm stuck in da middle of da row on da right hand side of da lt... ,0,67,0,"['stuck', 'da', 'midle', 'da', 'row', 'da', 'right', 'hand', 'side', 'da', 'lt']"
Have you laid your airtel line to rest?,0,39,0,"['lay', 'airtel', 'line', 'rest']"
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0,97,0,"['hi', 'u', 'decide', 'wot', 'get', 'bday', 'il', 'prob', 'jus', 'get', 'voucher', 'frm', 'virgin', 'sumfing']"
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1,144,1,"['fremsg', 'txt', 'cal', 'claim', 'reward', 'hour', 'talk', 'time', 'use', 'phone', 'subscribe', 'gbp', 'mnth', 'inc', 'hr', 'stop', 'txtstop']"
\Hey j! r u feeling any better,0,30,0,"['hey', 'j', 'r', 'u', 'feling', 'beter']"
And I don't plan on staying the night but I prolly won't be back til late,0,73,0,"['plan', 'stay', 'night', 'proly', 'back', 'til', 'late']"
THANX 4 PUTTIN DA FONE DOWN ON ME!!,0,35,0,"['thanx', 'putin', 'da', 'fone']"
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",0,72,0,"['ned', 'th', 'campus', 'atm', 'could', 'pick', 'hour', 'two']"
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",0,134,0,"['oh', 'haha', 'den', 'shld', 'go', 'today', 'ge', 'nvm', 'la', 'kaiez', 'dun', 'mind', 'goin', 'jaz', 'oso', 'scar', 'hiphop', 'open', 'cant', 'catch']"
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0,106,0,"['ben', 'run', 'manage', 'minute', 'neded', 'oxygen', 'might', 'resort', 'roler', 'option']"
We live in the next  &lt;#&gt; mins,0,35,0,"['live', 'next', 'lt', 'gt', 'min']"
Y de asking like this.,0,22,0,"['de', 'ask', 'like']"
Just glad to be talking to you.,0,31,0,"['glad', 'talk']"
Wat time М_ finish?,0,19,0,"['wat', 'time', 'finish']"
Sorry da. I gone mad so many pending works what to do.,0,54,0,"['sory', 'da', 'go', 'mad', 'many', 'pending', 'work']"
